company,time,Mclsprc,Mnshrtrd,Mnvaltrd,Msmvosd,returns1,shizhi,returns
570,Nov-04,4.09,11910486,49467641,454094.5,0.018437241,465567.1433,0.000917406
570,Nov-03,5.19,14898704,77811549,576222.61,-0.029125625,644133.2383,0.004180724
570,Nov-02,5.63,8177496,47745313.63,625073.85,-0.046759146,630070.0017,-0.012301978
570,Nov-01,8.12,8699488,66272420.17,901527.47,0.037399756,763855.7917,0.001252156
581,Nov-16,24.17,182276703,4460612808,20218011.47,0.005060501,19823466.08,0.002354834
581,Nov-15,23.36,394590037,9588060829,19539191,0.010537991,16537230.42,-0.01544087
581,Nov-14,26.35,191110442,5139395411,17878034.06,-0.027461793,22822175.23,0.018630639
581,Nov-13,27.6,146283738,3916661041,16933750.04,0.033008542,16136145.87,-0.001457701
581,Nov-12,28.05,50437148,1403851057,11472553.81,0.032792513,14576955.77,0.023184409
581,Nov-11,33.64,51433100,1723924074,12804979.21,0.024428867,12874723.36,0.002703067
581,Nov-10,40.1,181305633,6513481396,14126458.84,0.105109649,14372736.45,0.015838285
581,Nov-09,16.65,228086243,3664206547,5865474.8,0.042437291,6291734.535,0.005446242
581,Nov-08,4.62,140394355,703618350.3,1562497.61,0.045548645,2496762.82,0.069389401
581,Nov-07,16.15,97530601,1520037627,5461487.26,-0.023042121,6236849.592,-0.01428458
581,Nov-06,6.33,136227528,838067852,2078927.52,0.010415235,3604656.558,0.071650629
581,Nov-05,5.41,87077036,481965451,1519128,-0.037654747,1766221.598,-0.003777331
581,Nov-04,8.44,53226616,429373360,1823040,0.064808036,2102400,0.035119248
581,Nov-03,10.42,13992727,152778897,2250720,-0.039798385,2632320,0.008932735
581,Nov-02,10.33,9892695,102668475.8,2231280,-0.007088978,2275920,0.006773335
581,Nov-01,9.64,13335732,121407132.6,2082240,0.034687027,2112840,0.009797363
589,Nov-16,6.06,374974949,2311687925,4517167.97,0.01754964,4546810.315,-0.001762441
589,Nov-15,6.88,749294214,5367555639,5128401.92,0.011513636,4458777.735,-0.008228936
589,Nov-14,6.61,189328609,1210607968,3231280.36,0.016062027,4052061.368,0.029914476
589,Nov-13,5.19,66707790,339193305.4,2537117.26,0.004204239,2522451.84,-0.000565491
589,Nov-12,4.35,33785729,158852069.5,2126485.56,-0.046356105,2367650.21,0.002787104
589,Nov-11,5.35,131642536,782585147,2615332.82,-0.018280417,2506156.933,-0.003182157
589,Nov-10,12.99,241541310,3388130811,3303328.54,-0.016724617,3280097.125,-0.019302205
589,Nov-09,17.5,296182874,5249212549,2964984.37,0.0337912,2909452.257,-0.007482332
589,Nov-08,4.53,88634346,406478944.8,767520.89,0.065033595,944582.9583,0.051185313
589,Nov-07,8.4,40960508,355808001,1423217.54,-0.038563395,1689506.058,7.8805E-05
589,Nov-06,4.88,54289765,245237766,826609.69,0.038112299,1108686.125,0.061468128
589,Nov-05,3.69,24025397,87877602,459848.69,-0.004682466,558996.7283,0.007373537
589,Nov-04,3.67,13224253,47858173,457356.28,0.016891359,411039.0917,-0.004221745
589,Nov-03,5.2,15298480,78640476,648025.25,0.011852827,707219.8633,0.007080614
589,Nov-02,6.23,12971627,85139653.73,776384.1,-0.048121193,801723.5433,-0.006639252
589,Nov-01,8.4,17134479,136168081.5,1046810.02,0.043465694,893111.7217,-0.003312829
597,Nov-16,11.3,300037043,3373917327,4955614.25,0.04320281,4881042.192,0.005515573
597,Nov-15,9.36,290250184,2647283164,4104819.44,0.030759364,4142068.795,0.006883687
597,Nov-14,12.03,147692121,1761070922,3981683.61,-0.008224843,3913976.635,0.00740155
597,Nov-13,6.44,32900017,205045367.2,2131624.65,0.014397821,2461480.758,0.014482769
597,Nov-12,5.68,48597853,304677136.3,1880066.46,-0.05989926,2344566.448,0.007180817
597,Nov-11,9.14,90403598,908877788.4,2751118.21,-0.026720069,2520634.85,-0.021321283
597,Nov-10,18.65,200382354,3602254580,5612042.56,0.033638045,5411519.715,0.009607639
597,Nov-09,27.11,203814518,5694966816,8128169.27,0.00112283,7384004.587,-0.022703291
597,Nov-08,10.05,162595350,1587817394,1708026.19,0.077370066,3679276.103,0.06841021
597,Nov-07,13.47,55705346,739918415,2289264.96,0.007479611,2733125.163,0.015800936
597,Nov-06,3.81,53969233,198623428,563726.16,-0.011251782,846168.3417,0.063260472
597,Nov-05,3.14,50906725,159843717,341663.4,0.03453165,358356.5817,-0.011033109
